"Category","File","Objective","Context","Line"
"campaign","scenarios\campaign\hundred\hun_chp1_paris\hun_chp1_paris.scar","OBJ_Defeat","usage","430"
"gameplay","rogue\rogue_objectives.scar","OBJ_DEFEAT_CHAMPION","definition","673"
"campaign","scenarios\campaign\angevin\ang_chp2_tinchebray\ang_chp2_tinchebray.scar","OBJ_DefeatArmy","usage","155"
"campaign","scenarios\campaign\angevin\ang_chp2_tinchebray\obj_defeat.scar","OBJ_DefeatArmy","definition","7"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\obj_defeat.scar","OBJ_DefeatArmy","usage","71"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay.scar","OBJ_DefeatArmy","usage","633"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\obj_defeat_english.scar","OBJ_DefeatArmy","definition","77"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\obj_kill_charlesarmy.scar","OBJ_DefeatCharlesBadArmy","definition","7"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_objectives.scar","OBJ_DefeatEnglish","definition","30"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain.scar","OBJ_DefeatEnglish","usage","205"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay.scar","OBJ_DefeatEnglish","usage","216"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\obj_defeat_english.scar","OBJ_DefeatEnglish","definition","17"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\ang_chp4_lincoln.scar","OBJ_DefeatFrench","usage","354"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\obj_defeat_french.scar","OBJ_DefeatFrench","definition","7"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\obj_defeat_rebels.scar","OBJ_DefeatFrench","usage","18"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_defeat.scar","OBJ_DefeatGuy","definition","8"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_prepare.scar","OBJ_DefeatGuy","usage","19"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\sal_chp1_valesdun.scar","OBJ_DefeatGuy","usage","223"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_objectives.scar","OBJ_DefeatRaids","usage","59"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\ang_chp4_lincoln.scar","OBJ_DefeatRebels","usage","354"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\obj_defeat_french.scar","OBJ_DefeatRebels","usage","12"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\obj_defeat_rebels.scar","OBJ_DefeatRebels","definition","8"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","OBJ_DefeatRoutiers","usage","1341"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\obj_capture_frenchtowns.scar","OBJ_DefeatRoutiers","usage","267"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\obj_kill_charlesarmy.scar","OBJ_DefeatRoutiers","usage","279"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\obj_optional_killroutiers.scar","OBJ_DefeatRoutiers","definition","10"
"campaign","scenarios\campaign\angevin\ang_chp1_hastings\ang_chp1_hastings.scar","OBJ_DefeatSaxons","usage","363"
"campaign","scenarios\campaign\angevin\ang_chp1_hastings\obj_defeatsaxons.scar","OBJ_DefeatSaxons","definition","8"
"campaign","scenarios\campaign\angevin\ang_chp1_hastings\obj_feign.scar","OBJ_DefeatSaxons","usage","20"
"campaign","scenarios\campaign\angevin\ang_chp1_hastings\obj_killharold.scar","OBJ_DefeatSaxons","usage","234"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\ang_chp3_lincoln.scar","OBJ_DefeatStephen","usage","1045"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\obj_defeat.scar","OBJ_DefeatStephen","usage","15"
"campaign","scenarios\campaign\abbasid\abb_m6_aynjalut\abb_m6_aynjalut_automated.scar","OBJ_DefeatTheEnemy","usage","150"
"campaign","scenarios\campaign\abbasid\abb_m6_aynjalut\abb_m6_aynjalut_objectives.scar","OBJ_DefeatTheEnemy","definition","47"
"campaign","scenarios\campaign\angevin\ang_chp2_bremule\obj_defeatthefrench.scar","OBJ_DefeatTheFrench","definition","3"
"campaign","scenarios\campaign\angevin\ang_chp2_bremule\obj_frenchadvance.scar","OBJ_DefeatTheFrench","usage","118"
"campaign","scenarios\campaign\angevin\ang_chp3_wallingford\ang_chp3_wallingford_objectives.scar","OBJ_Defend","definition","3"
"campaign","scenarios\campaign\angevin\ang_chp3_wallingford\obj_defend.scar","OBJ_Defend","definition","3"
"campaign","scenarios\campaign\hundred\hun_chp1_paris\hun_chp1_paris_objectives.scar","OBJ_Defend","definition","5"
"campaign","scenarios\campaign\hundred\hun_chp1_paris\hun_chp1_paris.scar","OBJ_Defend","usage","102"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_ottoman\challenge_mission_ottoman_objectives.scar","OBJ_Defend","usage","7"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_ottoman\challenge_mission_ottoman.scar","OBJ_Defend","usage","156"
"gameplay","rogue\rogue_data.scar","OBJ_Defend","usage","207"
"campaign","scenarios\campaign\abbasid\abb_m6_aynjalut\abb_m6_aynjalut_objectives.scar","OBJ_DefendAfula","definition","78"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny.scar","OBJ_DefendCarentan","usage","136"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\obj_stopthem.scar","OBJ_DefendCarentan","definition","4"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\ang_chp3_lincoln.scar","OBJ_DefendKeep","usage","1096"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\obj_defend.scar","OBJ_DefendKeep","definition","8"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\ang_chp4_lincoln.scar","OBJ_DefendKeep","usage","345"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\obj_defend_keep.scar","OBJ_DefendKeep","definition","8"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OBJ_DefendLandmarks","definition","35"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","OBJ_DefendLandmarks","usage","300"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OBJ_DefendLandmarks","definition","30"
"campaign","scenarios\campaign\abbasid\abb_m5_mansurah\abb_m5_mansurah_objectives.scar","OBJ_DefendMansurah","definition","51"
"campaign","scenarios\campaign\abbasid\abb_m5_mansurah\abb_m5_mansurah_transition.scar","OBJ_DefendMansurah","usage","74"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_malian\challenge_mission_malian.scar","OBJ_DefendMines","definition","739"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OBJ_DefendMole","definition","354"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay.scar","OBJ_DefendPatay","usage","249"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\obj_defeat_english.scar","OBJ_DefendPatay","definition","8"
"campaign","scenarios\campaign\abbasid\abb_m7_acre\abb_m7_acre_objectives.scar","OBJ_DefendSiegeCamp","definition","5"
"campaign","scenarios\campaign\abbasid\abb_m7_acre\abb_m7_acre.scar","OBJ_DefendSiegeCamp","usage","216"
"campaign","scenarios\historical_challenges\challenge_montgisard\challenge_montgisard_objectives.scar","OBJ_DefendTC","definition","62"
"campaign","scenarios\historical_challenges\challenge_montgisard\challenge_montgisard.scar","OBJ_DefendTC","usage","1608"
"campaign","scenarios\campaign\abbasid\abb_m6_aynjalut\abb_m6_aynjalut_automated.scar","OBJ_DefendTheVanguard","usage","136"
"campaign","scenarios\campaign\abbasid\abb_m6_aynjalut\abb_m6_aynjalut_objectives.scar","OBJ_DefendTheVanguard","definition","14"
"campaign","scenarios\campaign\abbasid\abb_m6_aynjalut\abb_m6_aynjalut_objectives.scar","OBJ_DefendTheVillagers","definition","82"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OBJ_DefendTyre","definition","55"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","OBJ_DefendTyre","usage","622"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\mon_chp3_lumen_shan_automated.scar","OBJ_Defense","usage","242"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\obj_lumen_phase2.scar","OBJ_Defense","usage","88"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\obj_lumen_phase3.scar","OBJ_Defense","definition","16"
"campaign","scenarios\campaign\abbasid\abb_m3_redsea\abb_m3_redsea_objectives.scar","OBJ_DemoRaiders","usage","282"
"campaign","scenarios\campaign\abbasid\abb_m3_redsea\abb_m3_redsea_raid.scar","OBJ_DemoRaiders","usage","598"
"campaign","scenarios\campaign\angevin\ang_chp2_bayeux\ang_chp2_bayeux.scar","OBJ_Destroy","usage","536"
"campaign","scenarios\campaign\angevin\ang_chp2_bayeux\obj_capturewood.scar","OBJ_Destroy","usage","67"
"campaign","scenarios\campaign\angevin\ang_chp2_bayeux\obj_destroy.scar","OBJ_Destroy","definition","17"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain\obj_destroy.scar","OBJ_Destroy","definition","16"
"campaign","scenarios\rogue\rogue_japanese_daimyo\rogue_japanese_daimyo.scar","OBJ_DESTROY_BUILDINGS","usage","46"
"gameplay","rogue\rogue_objectives.scar","OBJ_DESTROY_BUILDINGS","definition","238"
"gameplay","rogue\rogue_objectives.scar","OBJ_DESTROY_MERCENARY","definition","196"
"campaign","scenarios\campaign\mongol\mon_chp2_mohi\mon_chp2_mohi.scar","OBJ_DestroyArmy","usage","284"
"campaign","scenarios\campaign\mongol\mon_chp2_mohi\obj_hungarianarmy.scar","OBJ_DestroyArmy","definition","7"
"campaign","scenarios\campaign\mongol\mon_chp2_mohi\obj_scoutbridge.scar","OBJ_DestroyArmy","usage","12"
"campaign","scenarios\campaign\mongol\mon_chp2_liegnitz\mon_chp2_liegnitz.scar","OBJ_DestroyBohemianArmy","usage","925"
"campaign","scenarios\campaign\mongol\mon_chp2_liegnitz\obj_destroypoles.scar","OBJ_DestroyBohemianArmy","usage","37"
"campaign","scenarios\ugc_map\obj_capture_town.scar","OBJ_DestroyBuildings","usage","55"
"campaign","scenarios\ugc_map\obj_destroy_town.scar","OBJ_DestroyBuildings","definition","8"
"campaign","scenarios\campaign\angevin\ang_chp1_york\ang_chp1_york.scar","OBJ_DestroyCampAlt","usage","769"
"campaign","scenarios\campaign\angevin\ang_chp1_york\obj_capture_locations.scar","OBJ_DestroyCampAlt","usage","107"
"campaign","scenarios\campaign\angevin\ang_chp1_york\obj_defeat_danes.scar","OBJ_DestroyCampAlt","usage","52"
"campaign","scenarios\campaign\abbasid\abb_m7_acre\abb_m7_acre_automated.scar","OBJ_DestroyCrusaders","usage","118"
"campaign","scenarios\campaign\abbasid\abb_m7_acre\abb_m7_acre_objectives.scar","OBJ_DestroyCrusaders","definition","33"
"campaign","scenarios\campaign\abbasid\abb_m7_acre\abb_m7_acre.scar","OBJ_DestroyCrusaders","usage","220"
"campaign","scenarios\campaign\abbasid\abb_bonus\abb_bonus_objectives.scar","OBJ_DestroyDocks","definition","65"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_encounters.scar","OBJ_DestroyFamagusta","usage","42"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OBJ_DestroyFamagusta","definition","91"
"campaign","scenarios\campaign\mongol\mon_chp2_kiev\mon_chp2_kiev.scar","OBJ_DestroyGate","usage","284"
"campaign","scenarios\campaign\mongol\mon_chp2_kiev\obj_destroygate.scar","OBJ_DestroyGate","definition","7"
"campaign","scenarios\campaign\mongol\mon_chp2_kiev\obj_destroykiev.scar","OBJ_DestroyKiev","definition","7"
"campaign","scenarios\campaign\mongol\mon_chp2_kiev\training_kiev.scar","OBJ_DestroyKiev","usage","129"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_encounters.scar","OBJ_DestroyKyrenia","usage","49"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OBJ_DestroyKyrenia","definition","121"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus.scar","OBJ_DestroyKyrenia","usage","774"
"campaign","scenarios\campaign\abbasid\abb_bonus\abb_bonus_capture.scar","OBJ_DestroyLandmarks","usage","13"
"campaign","scenarios\campaign\abbasid\abb_bonus\abb_bonus_objectives.scar","OBJ_DestroyLandmarks","definition","10"
"campaign","scenarios\campaign\abbasid\abb_bonus\abb_bonus.scar","OBJ_DestroyLandmarks","usage","243"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_encounters.scar","OBJ_DestroyNicosia","usage","11"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OBJ_DestroyNicosia","definition","53"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\obj_destroy_novgorod.scar","OBJ_DestroyNovgorod","usage","74"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\obj_destroy_novgorod.scar","OBJ_DestroyNovgorod_OnComplete","usage","195"
"campaign","scenarios\campaign\angevin\ang_chp3_wallingford\ang_chp3_wallingford_objectives.scar","OBJ_DestroyOutposts","definition","16"
"campaign","scenarios\campaign\angevin\ang_chp3_wallingford\ang_chp3_wallingford.scar","OBJ_DestroyOutposts","usage","149"
"campaign","scenarios\campaign\mongol\mon_chp2_liegnitz\mon_chp2_liegnitz.scar","OBJ_DestroyPolishArmy","usage","297"
"campaign","scenarios\campaign\mongol\mon_chp2_liegnitz\obj_destroypoles.scar","OBJ_DestroyPolishArmy","usage","20"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_automated.scar","OBJ_DestroyRam","usage","346"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OBJ_DestroyRam","definition","272"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\ang_chp3_lincoln.scar","OBJ_DestroyReinforcementGroups","usage","622"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\obj_defeat.scar","OBJ_DestroyReinforcementGroups","usage","117"
"campaign","scenarios\campaign\angevin\ang_chp4_rochester\ang_chp4_rochester.scar","OBJ_DestroyRochester","usage","301"
"campaign","scenarios\campaign\angevin\ang_chp4_rochester\obj_destroyrochester.scar","OBJ_DestroyRochester","definition","15"
"campaign","scenarios\campaign\angevin\ang_chp4_dover\ang_chp4_dover.scar","OBJ_DestroySiegeCamp","usage","509"
"campaign","scenarios\campaign\angevin\ang_chp4_dover\obj_disruptfrench.scar","OBJ_DestroySiegeCamp","definition","143"
"campaign","scenarios\campaign\angevin\ang_chp4_dover\obj_holdoffsiege.scar","OBJ_DestroySiegeCamp","usage","119"
"campaign","scenarios\campaign\abbasid\abb_m5_mansurah\abb_m5_mansurah_automated.scar","OBJ_DestroyTheHeadquarters","usage","107"
"campaign","scenarios\campaign\abbasid\abb_m5_mansurah\abb_m5_mansurah_objectives.scar","OBJ_DestroyTheHeadquarters","definition","61"
"campaign","scenarios\campaign\abbasid\abb_m5_mansurah\abb_m5_mansurah_transition.scar","OBJ_DestroyTheHeadquarters","usage","110"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\obj_ambushattack.scar","OBJ_DestroyTheRusUltimate","usage","11"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\obj_defeat_enclosedrus.scar","OBJ_DestroyTheRusUltimate","usage","15"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\obj_setupambush.scar","OBJ_DestroyTheRusUltimate","usage","288"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\obj_slowdowntherus.scar","OBJ_DestroyTheRusUltimate","definition","8"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\ang_chp3_lincoln.scar","OBJ_DestroyTradePost","usage","705"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\obj_defeat.scar","OBJ_DestroyTradePost","definition","224"
"campaign","scenarios\campaign\angevin\ang_chp2_tinchebray\ang_chp2_tinchebray.scar","OBJ_DestroyVillages","usage","168"
"campaign","scenarios\campaign\angevin\ang_chp2_tinchebray\obj_defeat.scar","OBJ_DestroyVillages","definition","14"
"campaign","scenarios\campaign\mongol\mon_chp1_juyong\obj_juyong_phase3.scar","OBJ_DestroyVillages","definition","130"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\ang_chp0_intro.scar","OBJ_DevelopEconomy","usage","341"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","OBJ_DevelopEconomy","definition","8"
"campaign","scenarios\campaign\angevin\ang_chp1_york\ang_chp1_york.scar","OBJ_DevelopEconomy","usage","442"
"campaign","scenarios\campaign\angevin\ang_chp1_york\obj_capture_locations.scar","OBJ_DevelopEconomy","usage","39"
"campaign","scenarios\campaign\angevin\ang_chp1_york\obj_develop.scar","OBJ_DevelopEconomy","definition","8"
"campaign","scenarios\campaign\angevin\ang_chp4_dover\obj_disruptfrench.scar","OBJ_DisruptFrench","definition","7"
"campaign","scenarios\campaign\angevin\ang_chp4_dover\obj_siegewaves.scar","OBJ_DisruptFrench","usage","110"
"campaign","scenarios\campaign\abbasid\abb_m6_aynjalut\abb_m6_aynjalut_objectives.scar","OBJ_Dummy","definition","4"
"campaign","scenarios\campaign\abbasid\abb_m6_aynjalut\abb_m6_aynjalut.scar","OBJ_Dummy","usage","112"
"gameplay","rogue\rogue_data.scar","OBJ_DUMMY","definition","204"
"gameplay","rogue\rogue_objectives.scar","OBJ_DUMMY","usage","925"
"gameplay","rogue\rogue_roamers.scar","OBJ_DUMMY","usage","136"
"gameplay","rogue\rogue_rounds.scar","OBJ_DUMMY","usage","376"
"gameplay","rogue\rogue_data.scar","OBJ_DUMMY_DIAMOND","definition","212"
"campaign","scenarios\rogue\rogue_mongol_steppe\rogue_mongol_steppe_raiders.scar","OBJ_DUMMY_INFORMATION","usage","183"
"gameplay","rogue\rogue_data.scar","OBJ_DUMMY_INFORMATION","definition","220"
"campaign","scenarios\campaign\abbasid\abb_m5_mansurah\abb_m5_mansurah_invasion.scar","OBJ_DummyBattle","usage","170"
"campaign","scenarios\campaign\abbasid\abb_m5_mansurah\abb_m5_mansurah_objectives.scar","OBJ_DummyBattle","definition","5"
"campaign","scenarios\campaign\abbasid\abb_m6_aynjalut\abb_m6_aynjalut_objectives.scar","OBJ_DummyBattle","definition","8"
"campaign","scenarios\campaign\abbasid\abb_m5_mansurah\abb_m5_mansurah_objectives.scar","OBJ_DummyPrimary","definition","11"
"campaign","scenarios\campaign\abbasid\abb_m5_mansurah\abb_m5_mansurah.scar","OBJ_DummyPrimary","usage","365"
"campaign","scenarios\campaign\mongol\mon_chp1_zhongdu\obj_zhongdu_phase1.scar","OBJ_EasyHint","usage","147"
"campaign","scenarios\campaign\mongol\mon_chp1_zhongdu\obj_zhongdu_secondary.scar","OBJ_EasyHint","usage","121"
"campaign","scenarios\campaign\angevin\ang_chp3_wallingford\obj_eliminate.scar","OBJ_Eliminate","definition","11"
"campaign","scenarios\campaign\angevin\ang_chp3_wallingford\ang_chp3_wallingford_objectives.scar","OBJ_Eliminate_Units","usage","36"
"campaign","scenarios\campaign\abbasid\abb_m5_mansurah\abb_m5_mansurah_objectives.scar","OBJ_EliminateTheLeaders","definition","76"
"campaign","scenarios\campaign\abbasid\abb_m5_mansurah\abb_m5_mansurah_transition.scar","OBJ_EliminateTheLeaders","usage","111"
"campaign","scenarios\campaign\angevin\ang_chp3_wallingford\obj_eliminate_waves.scar","OBJ_EliminateWaves","definition","3"
"campaign","scenarios\campaign\angevin\ang_chp3_wallingford\obj_eliminate.scar","OBJ_EliminateWaves","usage","108"
"gameplay","rogue\rogue_objectives.scar","OBJ_ENEMY_TREBUCHETS","definition","756"
"campaign","scenarios\campaign\russia\gdm_chp4_smolensk\obj_surrenderui.scar","OBJ_EnterSmolensk","usage","40"
"gameplay","objectives.scar","OBJ_Escape","usage","1108"
"campaign","scenarios\campaign\abbasid\abb_bonus\abb_bonus_objectives.scar","OBJ_EstablishTrade","definition","77"
"campaign","scenarios\campaign\abbasid\abb_bonus\abb_bonus.scar","OBJ_EstablishTrade","usage","213"
"campaign","scenarios\campaign\russia\gdm_chp1_moscow\obj_expandmoscow.scar","OBJ_ExpandMoscow","definition","10"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","OBJ_ExploreTheMap","usage","501"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","OBJ_ExploreTheMap","definition","8"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\obj_siegekazan.scar","OBJ_Failure","definition","119"
"campaign","scenarios\campaign\angevin\ang_chp1_hastings\obj_feign.scar","OBJ_Feign","definition","10"
"campaign","scenarios\campaign\angevin\ang_chp1_hastings\training_hastings.scar","OBJ_Feign","usage","243"
"campaign","scenarios\campaign\abbasid\abb_m4_hattin\abb_m4_hattin_automated.scar","OBJ_FieldScoutingGuidance","usage","281"
"campaign","scenarios\campaign\abbasid\abb_m4_hattin\obj_crusaders.scar","OBJ_FieldScoutingGuidance","usage","151"
"campaign","scenarios\campaign\abbasid\abb_m4_hattin\obj_tutorial.scar","OBJ_FieldScoutingGuidance","definition","280"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1267\obj_xiangyang1_phase2.scar","OBJ_FinaleTimer","usage","74"
"campaign","scenarios\campaign\abbasid\abb_m3_redsea\abb_m3_redsea_automated.scar","OBJ_FinalWave","usage","348"
"campaign","scenarios\campaign\abbasid\abb_m3_redsea\abb_m3_redsea_objectives.scar","OBJ_FinalWave","usage","475"
"campaign","scenarios\campaign\abbasid\abb_m3_redsea\abb_m3_redsea_raid.scar","OBJ_FinalWave","usage","237"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra_automated.scar","OBJ_FindMongols","usage","127"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra.scar","OBJ_FindMongols","usage","200"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_mongolwaves.scar","OBJ_FindMongols","definition","8"
"campaign","scenarios\campaign\russia\gdm_chp1_moscow\obj_expandmoscow.scar","OBJ_FindVillagers","usage","136"
"campaign","scenarios\campaign\russia\gdm_chp1_moscow\obj_findvillagers.scar","OBJ_FindVillagers","definition","10"
"campaign","scenarios\campaign\russia\gdm_chp1_moscow\obj_mongolattacks.scar","OBJ_FindVillagers","usage","247"
"campaign","scenarios\campaign\russia\gdm_chp4_smolensk\obj_besiegesmolensk.scar","OBJ_ForceSurrender","usage","46"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\obj_defenselines.scar","OBJ_FordStrength_C","usage","68"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\obj_preparearmy.scar","OBJ_FordStrength_C","usage","174"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\obj_defenselines.scar","OBJ_FordStrength_L","usage","68"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\obj_preparearmy.scar","OBJ_FordStrength_L","usage","173"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\obj_defenselines.scar","OBJ_FordStrength_R","usage","68"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\obj_preparearmy.scar","OBJ_FordStrength_R","usage","175"
"campaign","scenarios\campaign\mongol\mon_chp2_kiev\mon_chp2_kiev.scar","OBJ_ForwardBase","usage","724"
"campaign","scenarios\campaign\mongol\mon_chp2_kiev\obj_forwardbase.scar","OBJ_ForwardBase","definition","7"
"campaign","scenarios\campaign\mongol\mon_chp2_kiev\training_kiev.scar","OBJ_ForwardBase","usage","302"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OBJ_FranksGathering","definition","71"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","OBJ_FranksGathering","usage","185"
"campaign","scenarios\campaign\angevin\ang_chp2_bremule\ang_chp2_bremule.scar","OBJ_FrenchAdvance","usage","258"
"campaign","scenarios\campaign\angevin\ang_chp2_bremule\obj_frenchadvance.scar","OBJ_FrenchAdvance","definition","9"
"campaign","scenarios\campaign\angevin\ang_chp2_bremule\obj_frenchadvance.scar","OBJ_FuncKeys","usage","137"
"campaign","scenarios\campaign\angevin\ang_chp2_bremule\obj_funckeys.scar","OBJ_FuncKeys","definition","6"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\ang_chp3_lincoln.scar","OBJ_GainEntry","usage","779"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\obj_defeat.scar","OBJ_GainEntry","definition","248"
"campaign","scenarios\campaign\salisbury\sal_chp3_brokenpromise\obj_gather.scar","OBJ_Gather","definition","5"
"campaign","scenarios\campaign\abbasid\abb_m7_acre\abb_m7_acre_objectives.scar","OBJ_Genoese","definition","64"
"campaign","scenarios\campaign\abbasid\abb_m7_acre\abb_m7_acre.scar","OBJ_Genoese","usage","218"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\obj_getagefour.scar","OBJ_GetToAgeFour","usage","9"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\obj_gettoambushpoint.scar","OBJ_GetToAmbushPoint","definition","17"
"campaign","scenarios\historical_challenges\challenge_agincourt\challenge_agincourt_obj.scar","OBJ_GoldMedal","definition","72"
"campaign","scenarios\historical_challenges\challenge_agincourt\challenge_agincourt_wave1.scar","OBJ_GoldMedal","usage","559"
"campaign","scenarios\historical_challenges\challenge_montgisard\challenge_montgisard_objectives.scar","OBJ_GoldMedal","definition","129"
"campaign","scenarios\historical_challenges\challenge_montgisard\challenge_montgisard.scar","OBJ_GoldMedal","usage","1757"
"campaign","scenarios\historical_challenges\challenge_towton\challenge_towton_obj.scar","OBJ_GoldMedal","definition","33"
"campaign","scenarios\historical_challenges\challenge_towton\challenge_towton.scar","OBJ_GoldMedal","usage","273"
"campaign","scenarios\campaign\abbasid\abb_m5_mansurah\abb_m5_mansurah_objectives.scar","OBJ_GrandMasterTip","usage","86"
"campaign","scenarios\campaign\abbasid\abb_m5_mansurah\abb_m5_mansurah_transition.scar","OBJ_GrandMasterTip","usage","112"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\obj_grow.scar","OBJ_GrowTown","definition","8"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\obj_scout.scar","OBJ_GrowTown","usage","18"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\obj_villagers.scar","OBJ_GrowTown","usage","461"
"gameplay","rogue\rogue_objectives.scar","OBJ_HARVEST_METEORITE","definition","442"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\ang_chp3_lincoln.scar","OBJ_HelpWelsh","usage","870"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\obj_welsh.scar","OBJ_HelpWelsh","definition","31"
"campaign","scenarios\campaign\salisbury\sal_chp2_dinan\obj_capture.scar","OBJ_HeroAbility","definition","51"
"campaign","scenarios\campaign\salisbury\sal_chp2_dinan\training_sal_chp2_dinan.scar","OBJ_HeroAbility","usage","1059"
