"Category","File","Objective","Context","Line"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\obj_preparearmy.scar","OBJ_HiddenVillage","usage","20"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\mon_chp3_lumen_shan.scar","OBJ_HintBridge","usage","953"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\obj_lumen_secondary.scar","OBJ_HintBridge","definition","74"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","OBJ_HoldAgainstTheHorde","usage","719"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\obj_mongolattacks.scar","OBJ_HoldAgainstTheHorde","definition","3"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\obj_prepare.scar","OBJ_HoldAgainstTheHorde","usage","168"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\obj_defenselines.scar","OBJ_HoldDon","definition","252"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\obj_preparearmy.scar","OBJ_HoldDon","usage","35"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_holdfords.scar","OBJ_HoldFords","usage","139"
"campaign","scenarios\campaign\angevin\ang_chp4_dover\ang_chp4_dover.scar","OBJ_HoldOffSiege","usage","230"
"campaign","scenarios\campaign\angevin\ang_chp4_dover\obj_holdoffsiege.scar","OBJ_HoldOffSiege","definition","14"
"campaign","scenarios\campaign\angevin\ang_chp4_dover\obj_siegewaves.scar","OBJ_HoldOffSiege","usage","11"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OBJ_HorseArchers","definition","24"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","OBJ_HorseArchers","usage","254"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OBJ_HouseOfWisdom","usage","330"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OBJ_HouseOfWisdom","definition","83"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\obj_find_relics.scar","OBJ_increase_gold_income","definition","9"
"campaign","scenarios\campaign\mongol\mon_chp1_zhongdu\obj_zhongdu_phase1.scar","OBJ_InfoSupply","definition","23"
"campaign","scenarios\historical_challenges\challenge_towton\challenge_towton_obj.scar","OBJ_InitialAttacks","definition","84"
"campaign","scenarios\historical_challenges\challenge_towton\challenge_towton.scar","OBJ_InitialAttacks","usage","281"
"campaign","scenarios\campaign\salisbury\sal_chp1_rebellion\obj_investigate.scar","OBJ_InvestigateSurroundings","definition","7"
"campaign","scenarios\campaign\salisbury\sal_chp1_rebellion\sal_chp1_rebellion.scar","OBJ_InvestigateSurroundings","usage","103"
"campaign","scenarios\campaign\mongol\mon_chp1_juyong\obj_juyong_phase3.scar","OBJ_Juyong","usage","75"
"campaign","scenarios\campaign\mongol\mon_chp1_juyong\obj_juyong_phase4.scar","OBJ_Juyong","definition","15"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_objectives.scar","OBJ_Keep","definition","3"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans.scar","OBJ_Keep","usage","116"
"campaign","scenarios\campaign\angevin\ang_chp1_hastings\ang_chp1_hastings.scar","OBJ_KillHarold","usage","383"
"campaign","scenarios\campaign\angevin\ang_chp1_hastings\obj_defeatsaxons.scar","OBJ_KillHarold","usage","871"
"campaign","scenarios\campaign\angevin\ang_chp1_hastings\obj_killharold.scar","OBJ_KillHarold","definition","8"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_military_feudal.scar","OBJ_LearnSpearman","definition","10"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_feudalage.scar","OBJ_LearnSpearman","usage","139"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_objectives.scar","OBJ_Les_Tourelles","definition","16"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans.scar","OBJ_Les_Tourelles","usage","158"
"campaign","scenarios\campaign\salisbury\sal_chp3_brokenpromise\obj_fleet.scar","OBJ_LoadTroops","usage","40"
"campaign","scenarios\campaign\salisbury\sal_chp3_brokenpromise\training_sal_chp3_brokenpromise.scar","OBJ_LoadTroops","usage","305"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_horsemen.scar","OBJ_LocateArchers","usage","102"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_locate.scar","OBJ_LocateArchers","definition","8"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\training_sal_chp1_valesdun.scar","OBJ_LocateArchers","usage","727"
"campaign","scenarios\campaign\salisbury\sal_chp3_brokenpromise\obj_invade.scar","OBJ_LocateHastings","usage","90"
"campaign","scenarios\campaign\salisbury\sal_chp3_brokenpromise\training_sal_chp3_brokenpromise.scar","OBJ_LocateHastings","usage","643"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\gdm_chp3_ugra_automated.scar","OBJ_MaintainSuperiority","usage","248"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_holdfords.scar","OBJ_MaintainSuperiority","definition","8"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_mongolwaves.scar","OBJ_MaintainSuperiority","usage","114"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","OBJ_MiddleBattle","usage","817"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\obj_capture_village.scar","OBJ_MiddleBattle","usage","39"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\obj_getagefour.scar","OBJ_MiddleBattle","usage","119"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\obj_middle_battle.scar","OBJ_MiddleBattle","definition","9"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\obj_securefort.scar","OBJ_Mongol_Settlement","usage","10"
"campaign","scenarios\campaign\russia\gdm_chp1_moscow\gdm_chp1_moscow.scar","OBJ_MongolAttacks","usage","604"
"campaign","scenarios\campaign\russia\gdm_chp1_moscow\obj_mongolattacks.scar","OBJ_MongolAttacks","usage","24"
"campaign","scenarios\campaign\russia\gdm_chp1_moscow\obj_mongolattacks.scar","OBJ_MongolCountdown","definition","10"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","OBJ_MoscowDefense","usage","245"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\obj_moscowdefense.scar","OBJ_MoscowDefense","definition","3"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\obj_refugees.scar","OBJ_MoscowDefense","usage","209"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_holdfords.scar","OBJ_MoveUnitsToFords","usage","19"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_mongolwaves.scar","OBJ_MoveUnitsToFords","definition","91"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_muster.scar","OBJ_MusterForces","definition","9"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_organise.scar","OBJ_MusterForces","usage","54"
"campaign","scenarios\campaign\salisbury\sal_chp2_township\obj_research.scar","OBJ_NEXTFILE","usage","41"
"campaign","scenarios\campaign\abbasid\abb_m4_hattin\obj_crusaders.scar","OBJ_NextWaveTimer","usage","158"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\obj_preparearmy.scar","OBJ_OptionalFindVillage","usage","256"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\obj_capture_village.scar","OBJ_OptionalHelp","usage","84"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_organise.scar","OBJ_OrganiseSpearmen","definition","6"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\sal_chp1_valesdun.scar","OBJ_OrganiseSpearmen","usage","246"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OBJ_PauseMenu","usage","181"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre.scar","OBJ_PauseMenu","usage","188"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\gdm_chp2_tribute.scar","OBJ_PayTheMongols","usage","442"
"campaign","scenarios\campaign\russia\gdm_chp2_tribute\obj_paythemongols.scar","OBJ_PayTheMongols","definition","10"
"campaign","scenarios\campaign\angevin\ang_chp2_tinchebray\ang_chp2_tinchebray.scar","OBJ_PayTribute","usage","180"
"campaign","scenarios\campaign\mongol\mon_chp1_zhongdu\obj_zhongdu_phase1.scar","OBJ_PlunderCity","usage","139"
"campaign","scenarios\campaign\mongol\mon_chp1_zhongdu\obj_zhongdu_phase2.scar","OBJ_PlunderCity","definition","16"
"campaign","scenarios\historical_challenges\challenge_montgisard\challenge_montgisard_objectives.scar","OBJ_PointsOfInterest","definition","74"
"campaign","scenarios\historical_challenges\challenge_montgisard\challenge_montgisard.scar","OBJ_PointsOfInterest","usage","279"
"campaign","scenarios\campaign\hundred\hun_chp1_paris\hun_chp1_paris_objectives.scar","OBJ_Prepare","definition","35"
"campaign","scenarios\campaign\hundred\hun_chp1_paris\hun_chp1_paris.scar","OBJ_Prepare","usage","103"
"campaign","scenarios\campaign\mongol\mon_chp1_juyong\mon_chp1_juyong.scar","OBJ_Prepare","usage","323"
"campaign","scenarios\campaign\mongol\mon_chp1_juyong\obj_juyong_phase1.scar","OBJ_Prepare","definition","16"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1273\mon_chp3_xiangyang_1273.scar","OBJ_Prepare","usage","488"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1273\obj_xiangyang2_phase1.scar","OBJ_Prepare","definition","16"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\gdm_chp3_moscow.scar","OBJ_Prepare","usage","246"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\obj_prepare.scar","OBJ_Prepare","definition","17"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\gdm_chp2_kulikovo.scar","OBJ_PrepareArmy","usage","321"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\obj_preparearmy.scar","OBJ_PrepareArmy","definition","7"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_malian\challenge_mission_malian.scar","OBJ_PrepareForAmbush","definition","811"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OBJ_PrepareForAttack","definition","211"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_archers.scar","OBJ_PrepareForBattle","usage","18"
"campaign","scenarios\campaign\salisbury\sal_chp1_valesdun\obj_prepare.scar","OBJ_PrepareForBattle","definition","8"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_mongolwaves.scar","OBJ_PrepareForMongols","definition","35"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OBJ_Prisoners","definition","153"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_prison_logic.scar","OBJ_Prisoners","usage","93"
"campaign","scenarios\campaign\abbasid\abb_m1_tyre\abb_m1_tyre_objectives.scar","OBJ_ProduceUnits","definition","245"
"campaign","scenarios\historical_challenges\challenge_towton\challenge_towton_obj.scar","OBJ_ProductionHint","definition","325"
"campaign","scenarios\historical_challenges\challenge_towton\challenge_towton.scar","OBJ_ProductionHint","usage","480"
"campaign","scenarios\campaign\abbasid\abb_m4_hattin\obj_crusaders.scar","OBJ_ProductionQueueGuidance","definition","236"
"campaign","scenarios\campaign\abbasid\abb_m4_hattin\obj_tutorial.scar","OBJ_ProductionQueueGuidance","usage","342"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","OBJ_ProgressCastleAge","usage","443"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_castleage.scar","OBJ_ProgressCastleAge","definition","9"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","OBJ_ProgressFeudalAge","usage","279"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_feudalage.scar","OBJ_ProgressFeudalAge","definition","11"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_objectives.scar","OBJ_Protect","definition","3"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain.scar","OBJ_Protect","usage","150"
"gameplay","rogue\rogue_objectives.scar","OBJ_PROTECT_WONDER","definition","81"
"campaign","scenarios\campaign\russia\gdm_chp4_smolensk\obj_capturevillages.scar","OBJ_ProtectLandmarks","definition","290"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\obj_capture_frenchtowns.scar","OBJ_ProtectMonastery","usage","154"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\obj_kill_charlesarmy.scar","OBJ_ProtectMonastery","usage","277"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\obj_protect_monastery.scar","OBJ_ProtectMonastery","definition","9"
"campaign","scenarios\campaign\russia\gdm_chp1_moscow\gdm_chp1_moscow.scar","OBJ_ProtectMoscow","usage","518"
"campaign","scenarios\campaign\russia\gdm_chp1_moscow\obj_protectmoscow.scar","OBJ_ProtectMoscow","definition","10"
"campaign","scenarios\campaign\russia\gdm_chp1_moscow\obj_rebuildmoscow.scar","OBJ_ProtectMoscow","usage","143"
"campaign","scenarios\campaign\mongol\mon_chp1_zhongdu\mon_chp1_zhongdu.scar","OBJ_Raid","usage","483"
"campaign","scenarios\campaign\mongol\mon_chp1_zhongdu\obj_zhongdu_secondary.scar","OBJ_Raid","definition","17"
"campaign","scenarios\campaign\mongol\mon_chp1_juyong\obj_juyong_phase3.scar","OBJ_RaidBuildings","definition","108"
"campaign","scenarios\campaign\mongol\mon_chp2_liegnitz\obj_destroypoles.scar","OBJ_RaidSettlements","definition","311"
"campaign","scenarios\campaign\abbasid\abb_m3_redsea\abb_m3_redsea_objectives.scar","OBJ_RaidWaveIncoming","usage","279"
"campaign","scenarios\campaign\abbasid\abb_m3_redsea\abb_m3_redsea_raid.scar","OBJ_RaidWaveIncoming","usage","18"
"campaign","scenarios\campaign\angevin\ang_chp2_bayeux\obj_capturewood.scar","OBJ_Rams","usage","125"
"campaign","scenarios\campaign\angevin\ang_chp2_bayeux\obj_destroy.scar","OBJ_Rams","definition","26"
"campaign","scenarios\campaign\russia\gdm_chp1_moscow\obj_rebuildmoscow.scar","OBJ_RebuildMoscow","definition","10"
"campaign","scenarios\campaign\angevin\ang_chp2_bremule\obj_recaptures.scar","OBJ_Recapture","definition","3"
"campaign","scenarios\campaign\angevin\ang_chp2_bremule\obj_retakecressenville.scar","OBJ_Recapture","usage","10"
"campaign","scenarios\campaign\angevin\ang_chp2_bremule\obj_retakegrainville.scar","OBJ_Recapture","usage","9"
"campaign","scenarios\campaign\angevin\ang_chp1_york\ang_chp1_york.scar","OBJ_ReclaimYork","usage","264"
"campaign","scenarios\campaign\angevin\ang_chp1_york\obj_reclaim.scar","OBJ_ReclaimYork","definition","10"
"gameplay","missionomatic\missionomatic_leader.scar","OBJ_RecoverDownedLeader","usage","51"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_malian\challenge_mission_malian_reinforce.scar","OBJ_Recruit","usage","108"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_malian\challenge_mission_malian.scar","OBJ_Recruit","definition","834"
"campaign","scenarios\campaign\hundred\hun_chp1_combat30\hun_chp1_combat30.scar","OBJ_RecruitChampions","usage","507"
"campaign","scenarios\campaign\hundred\hun_chp1_combat30\obj_approach.scar","OBJ_RecruitChampions","definition","11"
"campaign","scenarios\campaign\hundred\hun_chp1_combat30\obj_approach.scar","OBJ_RecruitChampions_Optional","usage","50"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\obj_moscowdefense.scar","OBJ_Refugees","usage","144"
"campaign","scenarios\campaign\russia\gdm_chp3_moscow\obj_refugees.scar","OBJ_Refugees","definition","17"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\ang_chp4_lincoln.scar","OBJ_Reinforce1","usage","277"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\obj_reinforcements.scar","OBJ_Reinforce1","definition","8"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt_objectives.scar","OBJ_Reinforcements","definition","99"
"campaign","scenarios\campaign\abbasid\abb_m2_egypt\abb_m2_egypt.scar","OBJ_Reinforcements","usage","250"
"campaign","scenarios\campaign\abbasid\abb_m6_aynjalut\abb_m6_aynjalut_objectives.scar","OBJ_Reinforcements","definition","91"
"campaign","scenarios\campaign\angevin\ang_chp1_hastings\obj_defeatsaxons.scar","OBJ_Reinforcements","definition","134"
"campaign","scenarios\campaign\angevin\ang_chp1_hastings\obj_killharold.scar","OBJ_Reinforcements","usage","594"
"gameplay","rogue\rogue_objectives.scar","OBJ_RELIC_CART","definition","713"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\obj_lumen_phase3.scar","OBJ_Remedial","usage","104"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\obj_lumen_phase4.scar","OBJ_Remedial","definition","19"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\ang_chp3_lincoln.scar","OBJ_Rendezvous","usage","999"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\obj_welsh.scar","OBJ_Rendezvous","definition","7"
"campaign","scenarios\campaign\angevin\ang_chp1_york\ang_chp1_york.scar","OBJ_RepelAttack","usage","780"
"campaign","scenarios\campaign\angevin\ang_chp1_york\obj_defeat_danes.scar","OBJ_RepelAttack","usage","10"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\obj_defenselines.scar","OBJ_RepelMongols","definition","16"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\obj_mongolwaves.scar","OBJ_RepelMongols","usage","16"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\obj_preparearmy.scar","OBJ_RepelMongols","usage","34"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_mongolwaves.scar","OBJ_RepelMongols","usage","41"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\obj_optional_killroutiers.scar","OBJ_RepelRoutiersAttack","definition","39"
"gameplay","rogue\rogue_outlaws.scar","OBJ_RescueVillagers","usage","338"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\obj_optionals.scar","OBJ_ResearchCannons","usage","45"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\obj_research.scar","OBJ_ResearchCannons","definition","10"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\obj_uni_capture.scar","OBJ_ResearchCannons","usage","66"
"campaign","scenarios\campaign\salisbury\sal_chp2_township\obj_landmark.scar","OBJ_ResearchTech","usage","73"
"campaign","scenarios\campaign\salisbury\sal_chp2_township\obj_research.scar","OBJ_ResearchTech","definition","3"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","OBJ_RetakeNormandy","usage","317"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\obj_destroy_rouen.scar","OBJ_RetakeNormandy","definition","7"
"campaign","scenarios\campaign\hundred\hun_chp1_paris\hun_chp1_paris_objectives.scar","OBJ_Retreat","definition","46"
"campaign","scenarios\campaign\hundred\hun_chp1_paris\hun_chp1_paris.scar","OBJ_Retreat","usage","134"
"campaign","scenarios\campaign\angevin\ang_chp4_rochester\obj_stopeconomy.scar","OBJ_RochesterSupply","definition","3"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\ang_chp3_lincoln.scar","OBJ_RoutFieldArmy","usage","490"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\obj_defeat.scar","OBJ_RoutFieldArmy","usage","254"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\mon_chp1_kalka_river.scar","OBJ_RusTimer","usage","272"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\obj_setupambush.scar","OBJ_RusTimer","definition","18"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1273\obj_xiangyang2_phase2.scar","OBJ_SackXiangyang","usage","83"
"campaign","scenarios\campaign\mongol\mon_chp3_xiangyang_1273\obj_xiangyang2_phase3.scar","OBJ_SackXiangyang","definition","15"
"campaign","scenarios\historical_challenges\challenge_montgisard\challenge_montgisard_objectives.scar","OBJ_SacredSitesPrimary","definition","10"
"campaign","scenarios\historical_challenges\challenge_montgisard\challenge_montgisard_reinforcements.scar","OBJ_SacredSitesPrimary","usage","127"
"campaign","scenarios\historical_challenges\challenge_montgisard\challenge_montgisard.scar","OBJ_SacredSitesPrimary","usage","1466"
"gameplay","rogue\rogue_objectives.scar","OBJ_SAVE_ALLY","definition","277"
"campaign","scenarios\historical_challenges\challenge_safed\challenge_safed_objectives.scar","OBJ_SaveFortressPrimary","definition","7"
"campaign","scenarios\historical_challenges\challenge_safed\challenge_safed.scar","OBJ_SaveFortressPrimary","usage","499"
"campaign","scenarios\historical_challenges\challenge_safed\challenge_safed_objectives.scar","OBJ_SaveFortressProgressBar","usage","17"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\obj_opt_save_village.scar","OBJ_SaveValognes","definition","3"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\obj_scout.scar","OBJ_Scout","definition","10"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\obj_villagers.scar","OBJ_Scout","usage","463"
"campaign","scenarios\campaign\salisbury\sal_chp2_womanswork\training_sal_chp2_womanswork.scar","OBJ_Scout","usage","796"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","OBJ_SecureFort","usage","246"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\obj_securefort.scar","OBJ_SecureFort","definition","7"
"campaign","scenarios\campaign\abbasid\abb_m5_mansurah\abb_m5_mansurah_automated.scar","OBJ_SendForHelp","usage","92"
"campaign","scenarios\campaign\abbasid\abb_m5_mansurah\abb_m5_mansurah_objectives.scar","OBJ_SendForHelp","definition","17"
"campaign","scenarios\campaign\abbasid\abb_m5_mansurah\abb_m5_mansurah_transition.scar","OBJ_SendForHelp","usage","19"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\gdm_chp3_novgorod.scar","OBJ_SettleBase","usage","308"
"campaign","scenarios\campaign\russia\gdm_chp3_novgorod\obj_capture_village.scar","OBJ_SettleBase","definition","15"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\ang_chp3_lincoln.scar","OBJ_SetupAmbush","usage","249"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\obj_defeat.scar","OBJ_SetupAmbush","definition","98"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\mon_chp1_kalka_river.scar","OBJ_SetupTheRusAmbush","usage","271"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\obj_setupambush.scar","OBJ_SetupTheRusAmbush","definition","8"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\gdm_chp4_kazan.scar","OBJ_SiegeKazan","usage","1605"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\obj_securefort.scar","OBJ_SiegeKazan","usage","36"
"campaign","scenarios\campaign\russia\gdm_chp4_kazan\obj_siegekazan.scar","OBJ_SiegeKazan","definition","7"
"campaign","scenarios\campaign\angevin\ang_chp4_dover\obj_disruptfrench.scar","OBJ_SiegeStrength","usage","107"
"campaign","scenarios\campaign\angevin\ang_chp4_dover\obj_holdoffsiege.scar","OBJ_SiegeStrength","definition","7"
"campaign","scenarios\campaign\angevin\ang_chp4_dover\obj_siegewaves.scar","OBJ_SiegeStrength","usage","32"
"campaign","scenarios\campaign\angevin\ang_chp4_rochester\obj_capturevillage.scar","OBJ_SiegeTut","usage","117"
"campaign","scenarios\campaign\angevin\ang_chp4_rochester\obj_siegetutorial.scar","OBJ_SiegeTut","definition","4"
"campaign","scenarios\campaign\angevin\ang_chp4_dover\obj_holdoffsiege.scar","OBJ_SiegeWave1","usage","33"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\obj_cavdetachment.scar","OBJ_SignalCavalry","definition","7"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\obj_mongolwaves.scar","OBJ_SignalCavalry","usage","139"
"campaign","scenarios\campaign\russia\gdm_chp2_kulikovo\training_kulikovo.scar","OBJ_SignalCavalry","usage","49"
"campaign","scenarios\historical_challenges\challenge_agincourt\challenge_agincourt_obj.scar","OBJ_SilverMedal","definition","80"
"campaign","scenarios\historical_challenges\challenge_montgisard\challenge_montgisard_objectives.scar","OBJ_SilverMedal","definition","138"
"campaign","scenarios\historical_challenges\challenge_montgisard\challenge_montgisard.scar","OBJ_SilverMedal","usage","1854"
"campaign","scenarios\historical_challenges\challenge_towton\challenge_towton_obj.scar","OBJ_SilverMedal","definition","40"
"campaign","scenarios\historical_challenges\challenge_towton\challenge_towton.scar","OBJ_SilverMedal","usage","835"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\obj_gettoambushpoint.scar","OBJ_SlowDownTheRus","usage","69"
"campaign","scenarios\campaign\russia\gdm_chp4_smolensk\obj_besiegesmolensk.scar","OBJ_SmolenskSupply","usage","66"
"campaign","scenarios\campaign\russia\gdm_chp3_ugra\obj_holdfords.scar","OBJ_SouthernReinforcements","definition","91"
"campaign","scenarios\campaign\salisbury\sal_chp1_rebellion\obj_investigate.scar","OBJ_Spearmen","usage","83"
"campaign","scenarios\campaign\salisbury\sal_chp1_rebellion\obj_spearmen.scar","OBJ_Spearmen","definition","7"
"campaign","scenarios\campaign\salisbury\sal_chp2_dinan\obj_expand.scar","OBJ_Spearmen","usage","22"
"campaign","scenarios\campaign\mongol\mon_chp1_zhongdu\mon_chp1_zhongdu.scar","OBJ_StarveCity","usage","1072"
"campaign","scenarios\campaign\mongol\mon_chp1_zhongdu\obj_zhongdu_phase1.scar","OBJ_StarveCity","definition","120"
"campaign","scenarios\campaign\mongol\mon_chp1_zhongdu\obj_zhongdu_secondary.scar","OBJ_StarveCity","usage","141"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","OBJ_StemRebel","usage","334"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\obj_capture_frenchtowns.scar","OBJ_StemRebel","definition","8"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\obj_kill_charlesarmy.scar","OBJ_StemRebel","usage","280"
"campaign","scenarios\campaign\russia\gdm_chp4_smolensk\obj_besiegesmolensk.scar","OBJ_StopAttacks","usage","31"
"campaign","scenarios\campaign\angevin\ang_chp1_york\ang_chp1_york.scar","OBJ_StopDaneRaids","usage","692"
"campaign","scenarios\campaign\angevin\ang_chp1_york\obj_defeat_danes.scar","OBJ_StopDaneRaids","usage","36"
"campaign","scenarios\campaign\abbasid\abb_bonus\abb_bonus_capture.scar","OBJ_SubdueHolyOrders","definition","6"
"campaign","scenarios\campaign\abbasid\abb_bonus\abb_bonus_objectives.scar","OBJ_SubdueHolyOrders","usage","55"
"campaign","scenarios\campaign\abbasid\abb_bonus\abb_bonus_units.scar","OBJ_SubdueHolyOrders","usage","88"
"campaign","scenarios\campaign\angevin\ang_chp3_wallingford\ang_chp3_wallingford_objectives.scar","OBJ_Survive","definition","61"
"campaign","scenarios\campaign\angevin\ang_chp3_wallingford\ang_chp3_wallingford.scar","OBJ_Survive","usage","139"
"campaign","scenarios\campaign\angevin\ang_chp3_wallingford\obj_survive.scar","OBJ_Survive","definition","11"
"campaign","scenarios\cdn_challenge_missions\challenge_mission_ottoman\challenge_mission_ottoman_objectives.scar","OBJ_Survive","usage","25"
