"Module","Phase","Function","File","Line"
"AGS_Wonder","OnConstructionStart","AGS_Wonder_OnConstructionStart","conditions/ags_wonder.scar","168"
"AGS_Wonder","OnDamageReceived","AGS_Wonder_OnDamageReceived","conditions/ags_wonder.scar","132"
"AGS_Wonder","OnEntityKilled","AGS_Wonder_OnEntityKilled","conditions/ags_wonder.scar","215"
"AGS_Wonder","OnGameOver","AGS_Wonder_OnGameOver","conditions/ags_wonder.scar","116"
"AGS_Wonder","OnObjectiveToggle","AGS_Wonder_OnObjectiveToggle","conditions/ags_wonder.scar","109"
"AGS_Wonder","OnPlay","AGS_Wonder_OnPlay","conditions/ags_wonder.scar","46"
"AGS_Wonder","OnPlayerDefeated","AGS_Wonder_OnPlayerDefeated","conditions/ags_wonder.scar","72"
"AGS_Wonder","OnRelationshipChanged","AGS_Wonder_OnRelationshipChanged","conditions/ags_wonder.scar","82"
"AGS_Wonder","OnTimerTick","AGS_Wonder_OnTimerTick","conditions/ags_wonder.scar","251"
"AGS_Wonder","RemoveAllObjectives","AGS_Wonder_RemoveAllObjectives","conditions/ags_wonder.scar","298"
"AGS_Wonder","RemoveBuildObjective","AGS_Wonder_RemoveBuildObjective","conditions/ags_wonder.scar","354"
"AGS_Wonder","RemoveTimerObjectives","AGS_Wonder_RemoveTimerObjectives","conditions/ags_wonder.scar","341"
"AGS_Wonder","ResetTimerObjective","AGS_Wonder_ResetTimerObjective","conditions/ags_wonder.scar","398"
"AGS_Wonder","StartCountdown","AGS_Wonder_StartCountdown","conditions/ags_wonder.scar","376"
"AGS_Wonder","TimerProgressNotification","AGS_Wonder_TimerProgressNotification","conditions/ags_wonder.scar","516"
"AGS_Wonder","TimerUpdate","AGS_Wonder_TimerUpdate","conditions/ags_wonder.scar","503"
"AGS_Wonder","TreatyEnded","AGS_Wonder_TreatyEnded","conditions/ags_wonder.scar","66"
"AGS_Wonder","TreatyStarted","AGS_Wonder_TreatyStarted","conditions/ags_wonder.scar","59"
"AGS_Wonder","TryDeclareWinners","AGS_Wonder_TryDeclareWinners","conditions/ags_wonder.scar","457"
"AGS_Wonder","UpdateModuleSettings","AGS_Wonder_UpdateModuleSettings","conditions/ags_wonder.scar","35"
"AGS_Wonder","UpdateTimerObjectives","AGS_Wonder_UpdateTimerObjectives","conditions/ags_wonder.scar","325"
"AGS_Wonder","UpdateWonderTimer","AGS_Wonder_UpdateWonderTimer","conditions/ags_wonder.scar","334"
"AGS_Wonder","VictoryTriggered","AGS_Wonder_VictoryTriggered","conditions/ags_wonder.scar","434"
"AGS_Wonder","WarnEveryone","AGS_Wonder_WarnEveryone","conditions/ags_wonder.scar","367"
"Annihilation","CheckAnnihilationCondition","Annihilation_CheckAnnihilationCondition","cba_annihilation.scar","141"
"Annihilation","CheckVictory","Annihilation_CheckVictory","cba_annihilation.scar","290"
"Annihilation","DiplomacyEnabled","Annihilation_DiplomacyEnabled","cba_annihilation.scar","64"
"Annihilation","GetActiveEnemyCount","Annihilation_GetActiveEnemyCount","cba_annihilation.scar","343"
"Annihilation","IsACapital","Annihilation_IsACapital","cba_annihilation.scar","363"
"Annihilation","IsALandmark","Annihilation_IsALandmark","cba_annihilation.scar","368"
"Annihilation","LoserPresentation","Annihilation_LoserPresentation","cba_annihilation.scar","414"
"Annihilation","OnConstructionComplete","Annihilation_OnConstructionComplete","cba_annihilation.scar","113"
"Annihilation","OnEntityKilled","Annihilation_OnEntityKilled","cba_annihilation.scar","136"
"Annihilation","OnGameOver","Annihilation_OnGameOver","cba_annihilation.scar","102"
"Annihilation","OnInit","Annihilation_OnInit","cba_annihilation.scar","76"
"Annihilation","OnLandmarkDestroyed","Annihilation_OnLandmarkDestroyed","cba_annihilation.scar","130"
"Annihilation","OnPlayerDefeated","Annihilation_OnPlayerDefeated","cba_annihilation.scar","268"
"Annihilation","PlayerCanReceiveTribute","Annihilation_PlayerCanReceiveTribute","cba_annihilation.scar","373"
"Annihilation","Start","Annihilation_Start","cba_annihilation.scar","92"
"Annihilation","TributeEnabled","Annihilation_TributeEnabled","cba_annihilation.scar","71"
"Annihilation","WinnerPresentation","Annihilation_WinnerPresentation","cba_annihilation.scar","396"
"CBA_AutoAge","ConstructionComplete","CBA_AutoAge_ConstructionComplete","gameplay/cba_auto_age.scar","279"
"CBA_AutoAge","PlayerHasAnyUpgrade","CBA_AutoAge_PlayerHasAnyUpgrade","gameplay/cba_auto_age.scar","80"
"CBA_AutoAge","PresetFinalize","CBA_AutoAge_PresetFinalize","gameplay/cba_auto_age.scar","66"
"CBA_AutoAge","ReconcileSpecialProgress","CBA_AutoAge_ReconcileSpecialProgress","gameplay/cba_auto_age.scar","163"
"CBA_AutoAge","SetBuildCount","CBA_AutoAge_SetBuildCount","gameplay/cba_auto_age.scar","142"
"CBA_AutoAge","SetMaxAge","CBA_AutoAge_SetMaxAge","gameplay/cba_auto_age.scar","356"
"CBA_AutoAge","SetUpgradeAvailabilitySafe","CBA_AutoAge_SetUpgradeAvailabilitySafe","gameplay/cba_auto_age.scar","93"
"CBA_AutoAge","SetupObjective","CBA_AutoAge_SetupObjective","gameplay/cba_auto_age.scar","198"
"CBA_AutoAge","SyncSpecialUpgradeAvailability","CBA_AutoAge_SyncSpecialUpgradeAvailability","gameplay/cba_auto_age.scar","111"
"CBA_AutoAge","UpdateModuleSettings","CBA_AutoAge_UpdateModuleSettings","gameplay/cba_auto_age.scar","59"
"CBA_AutoAge","UpdateTimer","CBA_AutoAge_UpdateTimer","gameplay/cba_auto_age.scar","261"
"CBA_AutoAge","UpgradeComplete","CBA_AutoAge_UpgradeComplete","gameplay/cba_auto_age.scar","183"
"CBA_Debug","EarlyInitializations","CBA_Debug_EarlyInitializations","debug/cba_debug_core.scar","73"
"CBA_Debug","UpdateModuleSettings","CBA_Debug_UpdateModuleSettings","debug/cba_debug_core.scar","65"
"CBA_HREBalance","ApplyModifier","CBA_HREBalance_ApplyModifier","gameplay/cba_hre_balance.scar","67"
"CBA_HREBalance","ApplyPenalty","CBA_HREBalance_ApplyPenalty","gameplay/cba_hre_balance.scar","44"
"CBA_HREBalance","PresetFinalize","CBA_HREBalance_PresetFinalize","gameplay/cba_hre_balance.scar","28"
"CBA_HREBalance","UpdateModuleSettings","CBA_HREBalance_UpdateModuleSettings","gameplay/cba_hre_balance.scar","20"
"CBA_Options","AddScuttle_ConstructionComplete","CBA_Options_AddScuttle_ConstructionComplete","gameplay/cba_options.scar","797"
"CBA_Options","BuildingLimit_ConstructionCancelled","CBA_Options_BuildingLimit_ConstructionCancelled","gameplay/cba_options.scar","460"
"CBA_Options","BuildingLimit_ConstructionStart","CBA_Options_BuildingLimit_ConstructionStart","gameplay/cba_options.scar","338"
"CBA_Options","BuildingLimit_EnforceExcess","CBA_Options_BuildingLimit_EnforceExcess","gameplay/cba_options.scar","1765"
"CBA_Options","BuildingLimit_OnEntityKilled","CBA_Options_BuildingLimit_OnEntityKilled","gameplay/cba_options.scar","573"
"CBA_Options","BuildingLimit_RecountPlayer","CBA_Options_BuildingLimit_RecountPlayer","gameplay/cba_options.scar","1696"
"CBA_Options","BuildingLimit_SetupObjective","CBA_Options_BuildingLimit_SetupObjective","gameplay/cba_options.scar","237"
"CBA_Options","DarkAge_Unlocks","CBA_Options_DarkAge_Unlocks","gameplay/cba_options.scar","816"
"CBA_Options","EnforcePopulationCap","CBA_Options_EnforcePopulationCap","gameplay/cba_options.scar","1824"
"CBA_Options","EnforcePostTransfer","CBA_Options_EnforcePostTransfer","gameplay/cba_options.scar","1878"
"CBA_Options","EnforcePostTransfer_Enforce","CBA_Options_EnforcePostTransfer_Enforce","gameplay/cba_options.scar","1915"
"CBA_Options","EnforcePostTransfer_Recount","CBA_Options_EnforcePostTransfer_Recount","gameplay/cba_options.scar","1906"
"CBA_Options","EnforcePostTransfer_UI","CBA_Options_EnforcePostTransfer_UI","gameplay/cba_options.scar","1933"
"CBA_Options","FieldConstruct_Gate","CBA_Options_FieldConstruct_Gate","gameplay/cba_options.scar","2048"
"CBA_Options","GetPlayerOutpostLimit","CBA_Options_GetPlayerOutpostLimit","gameplay/cba_options.scar","197"
"CBA_Options","GetPlayerProdLimit","CBA_Options_GetPlayerProdLimit","gameplay/cba_options.scar","165"
"CBA_Options","GetPlayerRamLimit","CBA_Options_GetPlayerRamLimit","gameplay/cba_options.scar","187"
"CBA_Options","GetPlayerSiegeLimit","CBA_Options_GetPlayerSiegeLimit","gameplay/cba_options.scar","182"
"CBA_Options","GetPlayerSiegeTowerLimit","CBA_Options_GetPlayerSiegeTowerLimit","gameplay/cba_options.scar","192"
"CBA_Options","GetPlayerWorkshopLimit","CBA_Options_GetPlayerWorkshopLimit","gameplay/cba_options.scar","177"
"CBA_Options","GetRamLimitMax","CBA_Options_GetRamLimitMax","gameplay/cba_options.scar","2268"
"CBA_Options","GetRamWeight","CBA_Options_GetRamWeight","gameplay/cba_options.scar","2715"
"CBA_Options","GetRamWeightEntity","CBA_Options_GetRamWeightEntity","gameplay/cba_options.scar","2729"
"CBA_Options","GetRamWeightSBP","CBA_Options_GetRamWeightSBP","gameplay/cba_options.scar","2722"
"CBA_Options","GetSiegeTowerLimitMax","CBA_Options_GetSiegeTowerLimitMax","gameplay/cba_options.scar","2272"
"CBA_Options","GetSiegeWeaponBPMaps","CBA_Options_GetSiegeWeaponBPMaps","gameplay/cba_options.scar","2511"
"CBA_Options","GetSiegeWeaponPointsEBP","CBA_Options_GetSiegeWeaponPointsEBP","gameplay/cba_options.scar","2648"
"CBA_Options","GetSiegeWeaponPointsEntity","CBA_Options_GetSiegeWeaponPointsEntity","gameplay/cba_options.scar","2680"
"CBA_Options","GetSiegeWeaponPointsSBP","CBA_Options_GetSiegeWeaponPointsSBP","gameplay/cba_options.scar","2612"
"CBA_Options","GetWorkshopLimit","CBA_Options_GetWorkshopLimit","gameplay/cba_options.scar","170"
"CBA_Options","HasSiegeEngineers","CBA_Options_HasSiegeEngineers","gameplay/cba_options.scar","1617"
"CBA_Options","IsRamTowerEBP","CBA_Options_IsRamTowerEBP","gameplay/cba_options.scar","2479"
"CBA_Options","IsRamTowerEntity","CBA_Options_IsRamTowerEntity","gameplay/cba_options.scar","2493"
"CBA_Options","IsRamTowerSBP","CBA_Options_IsRamTowerSBP","gameplay/cba_options.scar","2453"
"CBA_Options","IsRamTowerSquad","CBA_Options_IsRamTowerSquad","gameplay/cba_options.scar","2467"
"CBA_Options","IsSiegeWeaponBPMatch_EBP","CBA_Options_IsSiegeWeaponBPMatch_EBP","gameplay/cba_options.scar","2589"
"CBA_Options","IsSiegeWeaponBPMatch_SBP","CBA_Options_IsSiegeWeaponBPMatch_SBP","gameplay/cba_options.scar","2598"
"CBA_Options","OutpostRestrictions","CBA_Options_OutpostRestrictions","gameplay/cba_options.scar","894"
"CBA_Options","PresetFinalize","CBA_Options_PresetFinalize","gameplay/cba_options.scar","53"
"CBA_Options","RamLimit_ApplyThreshold","CBA_Options_RamLimit_ApplyThreshold","gameplay/cba_options.scar","2196"
"CBA_Options","RamLimit_Disable","CBA_Options_RamLimit_Disable","gameplay/cba_options.scar","2141"
"CBA_Options","RamLimit_EnforceSpawnCap","CBA_Options_RamLimit_EnforceSpawnCap","gameplay/cba_options.scar","2321"
"CBA_Options","RamLimit_GetQueuedCount","CBA_Options_RamLimit_GetQueuedCount","gameplay/cba_options.scar","2940"
"CBA_Options","RamLimit_Recount","CBA_Options_RamLimit_Recount","gameplay/cba_options.scar","2771"
"CBA_Options","RamLimit_RollbackExcessScaffolds","CBA_Options_RamLimit_RollbackExcessScaffolds","gameplay/cba_options.scar","2736"
"CBA_Options","RamLimit_TrimQueue","CBA_Options_RamLimit_TrimQueue","gameplay/cba_options.scar","2966"
"CBA_Options","RamTowerOnly_Disable","CBA_Options_RamTowerOnly_Disable","gameplay/cba_options.scar","2170"
"CBA_Options","RevalidateAll","CBA_Options_RevalidateAll","gameplay/cba_options.scar","1944"
"CBA_Options","RevalidateAllPlayers","CBA_Options_RevalidateAllPlayers","gameplay/cba_options.scar","1960"
"CBA_Options","ShouldLogSiegeStandard","CBA_Options_ShouldLogSiegeStandard","gameplay/cba_options.scar","20"
"CBA_Options","ShouldLogSiegeStateChange","CBA_Options_ShouldLogSiegeStateChange","gameplay/cba_options.scar","34"
"CBA_Options","ShouldLogSiegeVerbose","CBA_Options_ShouldLogSiegeVerbose","gameplay/cba_options.scar","24"
"CBA_Options","SiegeLimit_ApplyAllThresholds","CBA_Options_SiegeLimit_ApplyAllThresholds","gameplay/cba_options.scar","912"
"CBA_Options","SiegeLimit_ApplyThreshold","CBA_Options_SiegeLimit_ApplyThreshold","gameplay/cba_options.scar","1627"
"CBA_Options","SiegeLimit_BuildItemComplete","CBA_Options_SiegeLimit_BuildItemComplete","cba.scar","1409"
"CBA_Options","SiegeLimit_Cancel_1","CBA_Options_SiegeLimit_Cancel_1","gameplay/cba_options.scar","736"
"CBA_Options","SiegeLimit_Cancel_2","CBA_Options_SiegeLimit_Cancel_2","gameplay/cba_options.scar","756"
"CBA_Options","SiegeLimit_Cancel_3","CBA_Options_SiegeLimit_Cancel_3","gameplay/cba_options.scar","776"
"CBA_Options","SiegeLimit_Cancel_filter","CBA_Options_SiegeLimit_Cancel_filter","cba.scar","1364"
"CBA_Options","SiegeLimit_ConstructionCancelled","CBA_Options_SiegeLimit_ConstructionCancelled","gameplay/cba_options.scar","1140"
"CBA_Options","SiegeLimit_ConstructionComplete","CBA_Options_SiegeLimit_ConstructionComplete","gameplay/cba_options.scar","1200"
"CBA_Options","SiegeLimit_ConstructionStart","CBA_Options_SiegeLimit_ConstructionStart","gameplay/cba_options.scar","931"
"CBA_Options","SiegeLimit_Disable","CBA_Options_SiegeLimit_Disable","cba.scar","1177"
"CBA_Options","SiegeLimit_EnforceSpawnCap","CBA_Options_SiegeLimit_EnforceSpawnCap","gameplay/cba_options.scar","2371"
"CBA_Options","SiegeLimit_EntityKilled","CBA_Options_SiegeLimit_EntityKilled","gameplay/cba_options.scar","1260"
"CBA_Options","SiegeLimit_GetGateTotals","CBA_Options_SiegeLimit_GetGateTotals","gameplay/cba_options.scar","3064"
"CBA_Options","SiegeLimit_GetQueuedPoints","CBA_Options_SiegeLimit_GetQueuedPoints","gameplay/cba_options.scar","3022"
"CBA_Options","SiegeLimit_Reconcile","CBA_Options_SiegeLimit_Reconcile","gameplay/cba_options.scar","1971"
"CBA_Options","SiegeLimit_Recount","CBA_Options_SiegeLimit_Recount","gameplay/cba_options.scar","1530"
"CBA_Options","SiegeLimit_RecountAll","CBA_Options_SiegeLimit_RecountAll","gameplay/cba_options.scar","1349"
"CBA_Options","SiegeLimit_RollbackExcessScaffolds","CBA_Options_SiegeLimit_RollbackExcessScaffolds","gameplay/cba_options.scar","2419"
"CBA_Options","SiegeLimit_RunDeferredRecheck","CBA_Options_SiegeLimit_RunDeferredRecheck","gameplay/cba_options.scar","1068"
"CBA_Options","SiegeLimit_ScheduleDeferredRecheck","CBA_Options_SiegeLimit_ScheduleDeferredRecheck","gameplay/cba_options.scar","1055"
"CBA_Options","SiegeLimit_SquadKilled","CBA_Options_SiegeLimit_SquadKilled","cba.scar","1529"
"CBA_Options","SiegeLimit_TrimQueue","CBA_Options_SiegeLimit_TrimQueue","gameplay/cba_options.scar","3035"
"CBA_Options","SiegeTowerLimit_ApplyThreshold","CBA_Options_SiegeTowerLimit_ApplyThreshold","gameplay/cba_options.scar","2236"
"CBA_Options","SiegeTowerLimit_Disable","CBA_Options_SiegeTowerLimit_Disable","gameplay/cba_options.scar","2178"
"CBA_Options","SiegeTowerLimit_GetQueuedCount","CBA_Options_SiegeTowerLimit_GetQueuedCount","gameplay/cba_options.scar","2955"
"CBA_Options","SiegeTowerLimit_Recount","CBA_Options_SiegeTowerLimit_Recount","gameplay/cba_options.scar","2838"
"CBA_Options","SiegeTowerLimit_TrimQueue","CBA_Options_SiegeTowerLimit_TrimQueue","gameplay/cba_options.scar","2997"
"CBA_Options","UpdateModuleSettings","CBA_Options_UpdateModuleSettings","gameplay/cba_options.scar","45"
"CBA_Options","ValidateEnforcement","CBA_Options_ValidateEnforcement","gameplay/cba_options.scar","2280"
"CBA_Options","VillagerSpawner","CBA_Options_VillagerSpawner","gameplay/cba_options.scar","831"
"CBA_Options","WorkshopLimit_ApplyThreshold","CBA_Options_WorkshopLimit_ApplyThreshold","gameplay/cba_options.scar","203"
"Mod","ConfigureKeepAsCapitalAgeProducer","Mod_ConfigureKeepAsCapitalAgeProducer","cba.scar","816"
"Mod","EliminatePlayerUnits","Mod_EliminatePlayerUnits","cba.scar","3536"
"Mod","EnsureKeepAsCapital","Mod_EnsureKeepAsCapital","cba.scar","969"
"Mod","FindBestAlly","Mod_FindBestAlly","cba.scar","2917"
"Mod","FindKeep","Mod_FindKeep","cba.scar","773"
"Mod","LoserPresentation","Mod_LoserPresentation","cba.scar","1139"
"Mod","OnEntityKilled","Mod_OnEntityKilled","cba.scar","636"
"Mod","OnGameOver","Mod_OnGameOver","cba.scar","560"
"Mod","OnGameSetup","Mod_OnGameSetup","cba.scar","323"
"Mod","OnGameSetup","Mod_OnGameSetup","onslaught.scar","114"
"Mod","OnInit","Mod_OnInit","onslaught.scar","137"
"Mod","OnInit","Mod_OnInit","cba.scar","375"
"Mod","PostInit","Mod_PostInit","onslaught.scar","174"
"Mod","PostInit","Mod_PostInit","cba.scar","408"
"Mod","PreInit","Mod_PreInit","onslaught.scar","129"
"Mod","PreInit","Mod_PreInit","cba.scar","367"
"Mod","Preset","Mod_Preset","cba.scar","414"
"Mod","Preset","Mod_Preset","onslaught.scar","180"
"Mod","PreStart","Mod_PreStart","cba.scar","422"
"Mod","PreStart","Mod_PreStart","onslaught.scar","188"
"Mod","RemoveGaia","Mod_RemoveGaia","cba.scar","683"
"Mod","SetFOW","Mod_SetFOW","cba.scar","721"
"Mod","setStartingResources","Mod_setStartingResources","cba.scar","695"
"Mod","SetupObjective","Mod_SetupObjective","cba.scar","732"
"Mod","Start","Mod_Start","onslaught.scar","194"
"Mod","Start","Mod_Start","cba.scar","428"
"Mod","WinnerPresentation","Mod_WinnerPresentation","cba.scar","1107"
"Nomad","DestroySpawns","Nomad_DestroySpawns","startconditions/nomad_start.scar","113"
"Nomad","intMax","Nomad_intMax","startconditions/nomad_start.scar","182"
"Nomad","OnConstructionComplete","Nomad_OnConstructionComplete","startconditions/nomad_start.scar","79"
"Nomad","OnGameSetup","Nomad_OnGameSetup","startconditions/nomad_start.scar","19"
"Nomad","PresetFinalize","Nomad_PresetFinalize","startconditions/nomad_start.scar","45"
"Nomad","SetupSpawns","Nomad_SetupSpawns","startconditions/nomad_start.scar","130"
"Nomad","Start","Nomad_Start","startconditions/nomad_start.scar","61"
"Nomad","UnlockVillagers","Nomad_UnlockVillagers","startconditions/nomad_start.scar","72"
"Nomad","UpdateModuleSettings","Nomad_UpdateModuleSettings","startconditions/nomad_start.scar","40"
"ObserverUI","GameStateTracking_Tribute_OnTributeSent","ObserverUI_GameStateTracking_Tribute_OnTributeSent","observerui/gamestatetracking/ontributesent.scar","10"
"ObserverUI","OnInit","ObserverUI_OnInit","observerui/observerui.scar","47"
"ObserverUI_GameStateTracking_Tribute","OnTributeSent","ObserverUI_GameStateTracking_Tribute_OnTributeSent","observerui/gamestatetracking/ontributesent.scar","10"
"PlayerUI","AdaptIconPathForXaml","PlayerUI_AdaptIconPathForXaml","playerui/playerui_updateui.scar","443"
"PlayerUI","Animate_ApplyDisplayValues","PlayerUI_Animate_ApplyDisplayValues","playerui/playerui_animate.scar","1023"
"PlayerUI","Animate_ApplyEliminationTransitionFinalVisual","PlayerUI_Animate_ApplyEliminationTransitionFinalVisual","playerui/playerui_animate.scar","1563"
"PlayerUI","Animate_ClearEliminationAnim","PlayerUI_Animate_ClearEliminationAnim","playerui/playerui_animate.scar","1672"
"PlayerUI","Animate_ClearEliminationGlow","PlayerUI_Animate_ClearEliminationGlow","playerui/playerui_animate.scar","1839"
"PlayerUI","Animate_ClearEliminationReveal","PlayerUI_Animate_ClearEliminationReveal","playerui/playerui_animate.scar","1757"
"PlayerUI","Animate_Debug_PrintEliminationDiag","PlayerUI_Animate_Debug_PrintEliminationDiag","playerui/playerui_animate.scar","252"
"PlayerUI","Animate_Debug_ResetEliminationDiag","PlayerUI_Animate_Debug_ResetEliminationDiag","playerui/playerui_animate.scar","240"
"PlayerUI","Animate_Debug_RetriggerElimFade","PlayerUI_Animate_Debug_RetriggerElimFade","playerui/playerui_animate.scar","271"
"PlayerUI","Animate_EliminationGlow","PlayerUI_Animate_EliminationGlow","playerui/playerui_animate.scar","1780"
"PlayerUI","Animate_EliminationReveal","PlayerUI_Animate_EliminationReveal","playerui/playerui_animate.scar","1697"
"PlayerUI","Animate_EliminationTransition","PlayerUI_Animate_EliminationTransition","playerui/playerui_animate.scar","1582"
"PlayerUI","Animate_GetDecay","PlayerUI_Animate_GetDecay","playerui/playerui_animate.scar","710"
"PlayerUI","Animate_GetDisplay","PlayerUI_Animate_GetDisplay","playerui/playerui_animate.scar","377"
"PlayerUI","Animate_GetEliminationGlowState","PlayerUI_Animate_GetEliminationGlowState","playerui/playerui_animate.scar","1809"
"PlayerUI","Animate_GetEliminationLastProgress","PlayerUI_Animate_GetEliminationLastProgress","playerui/playerui_animate.scar","263"
"PlayerUI","Animate_GetEliminationRevealState","PlayerUI_Animate_GetEliminationRevealState","playerui/playerui_animate.scar","1727"
"PlayerUI","Animate_GetEliminationState","PlayerUI_Animate_GetEliminationState","playerui/playerui_animate.scar","1625"
"PlayerUI","Animate_GetPosition","PlayerUI_Animate_GetPosition","playerui/playerui_animate.scar","673"
"PlayerUI","Animate_HasArrived","PlayerUI_Animate_HasArrived","playerui/playerui_animate.scar","682"
"PlayerUI","Animate_Init","PlayerUI_Animate_Init","playerui/playerui_animate.scar","319"
"PlayerUI","Animate_IsEliminationGlowActive","PlayerUI_Animate_IsEliminationGlowActive","playerui/playerui_animate.scar","1768"
"PlayerUI","Animate_IsEliminationRevealActive","PlayerUI_Animate_IsEliminationRevealActive","playerui/playerui_animate.scar","1683"
"PlayerUI","Animate_IsEliminationTransitionActive","PlayerUI_Animate_IsEliminationTransitionActive","playerui/playerui_animate.scar","1550"
"PlayerUI","Animate_IsTransitioning","PlayerUI_Animate_IsTransitioning","playerui/playerui_animate.scar","692"
"PlayerUI","Animate_Reset","PlayerUI_Animate_Reset","playerui/playerui_animate.scar","1847"
"PlayerUI","Animate_SetPosition","PlayerUI_Animate_SetPosition","playerui/playerui_animate.scar","646"
"PlayerUI","Animate_SetPositionTarget","PlayerUI_Animate_SetPositionTarget","playerui/playerui_animate.scar","657"
"PlayerUI","Animate_SetTarget","PlayerUI_Animate_SetTarget","playerui/playerui_animate.scar","339"
"PlayerUI","Animate_TriggerDecay","PlayerUI_Animate_TriggerDecay","playerui/playerui_animate.scar","699"
"PlayerUI","Animate_TriggerScorePulse","PlayerUI_Animate_TriggerScorePulse","playerui/playerui_animate.scar","719"
"PlayerUI","ApplyDataContext","PlayerUI_ApplyDataContext","playerui/playerui_updateui.scar","981"
"PlayerUI","BuildPlaybackMilestone","PlayerUI_BuildPlaybackMilestone","playerui/playerui_updateui.scar","1529"
"PlayerUI","BuildRewardPreview","PlayerUI_BuildRewardPreview","playerui/playerui_updateui.scar","1399"
"PlayerUI","BuildUnitsUiTable","PlayerUI_BuildUnitsUiTable","playerui/playerui_updateui.scar","1145"
"PlayerUI","CompareUnitCount","PlayerUI_CompareUnitCount","playerui/playerui_updateui.scar","1179"
"PlayerUI","Debug_AuditPredictionVisibility","PlayerUI_Debug_AuditPredictionVisibility","playerui/playerui_ranking.scar","1326"
"PlayerUI","Debug_DemoPredictionStates","PlayerUI_Debug_DemoPredictionStates","playerui/playerui_ranking.scar","1566"
"PlayerUI","Debug_FeatureStatus","PlayerUI_Debug_FeatureStatus","debug/cba_debug_playerui_anim.scar","141"
"PlayerUI","Debug_ForcePredictionCase","PlayerUI_Debug_ForcePredictionCase","playerui/playerui_ranking.scar","1430"
"PlayerUI","Debug_ForcePredictionState","PlayerUI_Debug_ForcePredictionState","playerui/playerui_ranking.scar","1171"
"PlayerUI","Debug_ForceWaitAudit","PlayerUI_Debug_ForceWaitAudit","playerui/playerui_ranking.scar","1788"
"PlayerUI","Debug_PredictionDiagnostics","PlayerUI_Debug_PredictionDiagnostics","playerui/playerui_ranking.scar","1839"
"PlayerUI","Debug_PredictionSnapshot","PlayerUI_Debug_PredictionSnapshot","playerui/playerui_ranking.scar","1677"
"PlayerUI","Debug_PrintEliminationSnapshot","PlayerUI_Debug_PrintEliminationSnapshot","playerui/playerui_updateui.scar","214"
"PlayerUI","Debug_PrintFullSnapshot","PlayerUI_Debug_PrintFullSnapshot","playerui/playerui_updateui.scar","267"
"PlayerUI","Debug_SystemStatus","PlayerUI_Debug_SystemStatus","playerui/playerui_ranking.scar","1989"
"PlayerUI","Debug_TestContestedCollapse","PlayerUI_Debug_TestContestedCollapse","playerui/playerui_ranking.scar","2200"
"PlayerUI","Debug_TestSettingsMatrix","PlayerUI_Debug_TestSettingsMatrix","playerui/playerui_ranking.scar","2307"
"PlayerUI","Debug_TestStability","PlayerUI_Debug_TestStability","playerui/playerui_ranking.scar","2092"
"PlayerUI","Debug_TogglePresetFull","PlayerUI_Debug_TogglePresetFull","debug/cba_debug_playerui_anim.scar","145"
"PlayerUI","Debug_ToggleProbe","PlayerUI_Debug_ToggleProbe","playerui/playerui_updateui.scar","1865"
"PlayerUI","DismissErrors","PlayerUI_DismissErrors","playerui/playerui_updateui.scar","1068"
"PlayerUI","GetElapsedTimeDisplay","PlayerUI_GetElapsedTimeDisplay","playerui/playerui_updateui.scar","873"
"PlayerUI","GetIconNameFromSquadBlueprint","PlayerUI_GetIconNameFromSquadBlueprint","playerui/playerui_updateui.scar","1076"
"PlayerUI","GetIconNameFromUpgradeBlueprint","PlayerUI_GetIconNameFromUpgradeBlueprint","playerui/playerui_updateui.scar","1080"
"PlayerUI","GetLimitColors","PlayerUI_GetLimitColors","playerui/playerui_updateui.scar","1223"
"PlayerUI","GetMaxPopulationDisplay","PlayerUI_GetMaxPopulationDisplay","playerui/playerui_updateui.scar","1011"
"PlayerUI","GetNextRewardIcon","PlayerUI_GetNextRewardIcon","playerui/playerui_updateui.scar","1388"
"PlayerUI","GetNextRewardTitle","PlayerUI_GetNextRewardTitle","playerui/playerui_updateui.scar","1359"
"PlayerUI","GetNormalizedRewardTitle","PlayerUI_GetNormalizedRewardTitle","playerui/playerui_updateui.scar","1314"
"PlayerUI","GetPopulationVsMaximumPopulation","PlayerUI_GetPopulationVsMaximumPopulation","playerui/playerui_updateui.scar","1001"
"PlayerUI","GetQueuedStuff","PlayerUI_GetQueuedStuff","playerui/playerui_updateui.scar","1112"
"PlayerUI","GetRewardProgressBounds","PlayerUI_GetRewardProgressBounds","playerui/playerui_updateui.scar","1468"
"PlayerUI","GetUnits","PlayerUI_GetUnits","playerui/playerui_updateui.scar","1092"
"PlayerUI","HashSetToArray","PlayerUI_HashSetToArray","playerui/playerui_updateui.scar","1137"
"PlayerUI","HasMilitaryIcon","PlayerUI_HasMilitaryIcon","playerui/playerui_updateui.scar","1084"
"PlayerUI","InitializeDataContext","PlayerUI_InitializeDataContext","playerui/playerui_updateui.scar","510"
"PlayerUI","OnInit","PlayerUI_OnInit","playerui/playerui.scar","56"
"PlayerUI","PresetFinalize","PlayerUI_PresetFinalize","playerui/playerui.scar","190"
"PlayerUI","Ranking_ApplyAnimatedFields","PlayerUI_Ranking_ApplyAnimatedFields","playerui/playerui_ranking.scar","933"
"PlayerUI","Ranking_DebugForceSwap","PlayerUI_Ranking_DebugForceSwap","playerui/playerui_ranking.scar","1117"
